route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
801,RJUN25-801-1_Weekday-08,62480991,,1,153,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62480992,,1,107,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62480994,,0,160,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481015,,0,114,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481016,,1,163,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62481017,,1,164,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62481018,,1,114,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62481019,,1,176,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62481020,,1,177,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62481021,,1,156,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62481022,,1,160,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62481023,,1,110,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62481024,,1,102,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62481025,,1,102,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62481026,,1,159,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62481027,,1,152,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62481028,,1,106,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62481029,,1,107,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62481030,,1,166,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62481031,,1,112,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62481032,,1,103,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62481033,,1,160,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62481034,,0,162,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481035,,0,106,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481036,,0,105,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481037,,0,153,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481038,,0,109,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481039,,0,121,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481040,,0,101,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481041,,0,107,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481042,,0,111,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481043,,0,103,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481044,,0,157,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481045,,0,108,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481046,,0,152,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481048,,0,172,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481049,,0,110,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481050,,0,161,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481051,,0,159,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481052,,1,106,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62481053,,0,165,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481054,,0,152,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481055,,1,161,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62481058,,1,164,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62481065,,0,126,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481069,,0,112,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481086,,1,110,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62481108,,1,172,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62481109,,0,152,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481110,,0,153,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481111,,1,106,801SB_RC_221121
801,RJUN25-801-1_Weekday-08,62481119,,0,160,801NB_RC_221121
801,RJUN25-801-1_Weekday-08,62481129,,0,102,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654513,,0,151,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654514,,0,107,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654515,,0,165,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654516,,0,108,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654517,,0,154,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654518,,0,155,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654519,,0,112,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654520,,0,159,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654521,,0,166,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654522,,0,152,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654523,,0,157,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654524,,0,103,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654525,,0,160,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654526,,0,168,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654527,,0,158,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654528,,0,164,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654529,,0,161,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654530,,0,108,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654531,,0,107,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654532,,0,162,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654533,,0,151,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654534,,0,105,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654535,,0,153,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654536,,0,154,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654537,,0,110,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654538,,0,109,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654539,,0,112,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654540,,0,155,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654541,,0,152,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654542,,0,156,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654543,,0,157,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654544,,0,101,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654545,,0,158,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654546,,0,104,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654547,,0,159,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654548,,0,160,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654549,,0,162,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654550,,0,151,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654551,,0,161,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654552,,0,163,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654553,,0,164,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654554,,0,153,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654555,,0,110,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654556,,0,108,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654557,,0,169,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654558,,0,101,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654559,,0,102,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654560,,0,170,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654561,,0,117,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654562,,0,118,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654563,,0,152,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654564,,1,159,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654565,,1,101,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654566,,1,104,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654567,,1,114,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654568,,1,103,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654569,,1,113,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654570,,1,158,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654571,,1,153,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654572,,1,105,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654573,,1,164,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654574,,0,159,801NB_RC_221121
801,RJUN25-801-1_Weekday-15,62654575,,1,152,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654576,,1,158,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654577,,1,106,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654578,,1,156,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654579,,1,104,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654580,,1,112,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654581,,1,152,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654582,,1,102,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654583,,1,161,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654584,,1,108,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654585,,1,111,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654586,,1,101,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654587,,1,159,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654588,,1,105,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654589,,1,103,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654590,,1,153,801SB_RC_221121
801,RJUN25-801-1_Weekday-15,62654591,,1,164,801SB_RC_221121
